asample,bsample,JaccardDistance
SS0042,SS0149,0.2252956727443488
S0025,SS0150,0.1466047882545548
S0023,SS0047,0.18148333637856462
S0002,S0016,0.20175868195876423
S0011,S0021,0.23381906598568225
S0002,SS0154,0.26178526265959046
SS0046,SS0154,0.22902262423216946
S0010,SS0039,0.22278495192745085
S0022,SS0153,0.14310341818946148
S0013,SS0037,0.1740672122534772
S0019,SS0153,0.13813307279782006
SS0035,SS0037,0.130724920524816
S0008,SS0034,0.20512669412556173
SS0046,SS0157,0.25108559514282314
S0020,SS0042,0.23117357433080188
S0012,SS0150,0.2803994734854228
S0013,S0022,0.21990616775902383
SS0155,SS0156,0.23722134550668672
S0009,SS0149,0.1732511683458937
S0009,S0015,0.16963719439824565
S0004,SS0158,0.13643046972632877
S0010,SS0150,0.21418430459305993
S0028,SS0047,0.2130611252317013
SS0041,SS0045,0.14772554492385903
S0021,SS0048,0.1882062004106959
S0009,S0018,0.20330052812801924
SS0035,SS0154,0.20470483897931568
S0005,SS0034,0.12972309080753075
S0020,SS0036,0.1754975373355121
S0001,SS0035,0.4286240396388963
S0022,SS0048,0.19807424138664942
S0011,SS0151,0.42549316552154925
S0025,SS0034,0.0854582163812122
S0020,SS0033,0.15421956497679812
S0026,SS0047,0.20861803433821247
SS0046,SS0151,0.28113834824572637
S0012,SS0042,0.28247480828416416
S0011,S0013,0.09583929960137305
S0003,S0012,0.2612176395892447
S0015,S0020,0.12858547694234945
S0004,SS0150,0.25990667875127227
S0006,SS0150,0.17328887200380982
S0006,S0015,0.15678776376033987
SS0041,SS0153,0.1834057779422571
S0017,SS0041,0.12079926056452495
S0015,S0018,0.16246083058870187
S0019,SS0043,0.17133539140169873
S0019,SS0156,0.2843236893466765
S0001,SS0042,0.39051624124558626
S0001,S0017,0.3889208287390029
S0001,S0005,0.4473999284275062
SS0048,SS0158,0.18328754857464158
S0008,SS0156,0.1626364652742205
S0020,SS0151,0.37078808534272556
S0011,SS0047,0.2027351541546928
SS0150,SS0156,0.17232123949619804
S0022,SS0045,0.18705446340674603
S0023,SS0157,0.2251068408792809
S0017,S0029,0.2188005726581017
S0008,S0013,0.31740974355743445
SS0045,SS0155,0.18327845263028353
S0004,S0020,0.11393139611764913
S0002,SS0037,0.1928722272996759
S0022,SS0037,0.1405753643193437
S0006,S0013,0.17413602041065068
S0004,SS0043,0.2240410572680438
SS0041,SS0043,0.1604847518471446
SS0035,SS0155,0.15753334437660338
S0021,SS0035,0.1648757459436747
SS0036,SS0045,0.14401906017843724
SS0156,SS0157,0.16767198629485303
SS0039,SS0158,0.2373445311978799
SS0034,SS0158,0.18019048488372036
SS0046,SS0048,0.1764548789326028
S0021,SS0046,0.18597378852724678
SS0045,SS0046,0.13555509359744833
S0003,SS0156,0.21044300163026608
SS0033,SS0155,0.14810876753873048
S0021,S0027,0.14616424282705287
S0010,S0027,0.2262406932101131
SS0047,SS0153,0.1753798924225518
S0009,SS0153,0.18685100424726564
S0025,SS0037,0.11298341273223678
S0026,SS0037,0.1368093544461736
S0006,SS0039,0.1502667548771306
S0028,SS0039,0.25023664013147084
SS0037,SS0043,0.1417982166248679
S0002,SS0041,0.143832240388988
S0016,SS0041,0.15831327488428326
S0009,S0019,0.161153102871873
S0018,S0024,0.09601718022950578
S0005,SS0035,0.14018962140947355
S0005,SS0149,0.1511328206151804
S0001,SS0158,0.48395938522416215
SS0046,SS0149,0.18652585114789544
S0011,S0020,0.12933378702779363
S0025,SS0042,0.15890481404470613
SS0045,SS0149,0.2409352571045149
SS0045,SS0048,0.22930817855669683
S0017,SS0155,0.16695725682554075
SS0150,SS0153,0.16384655985067953
S0028,SS0154,0.178284441075525
S0009,SS0043,0.22760249579311997
S0008,SS0043,0.24060143580436388
SS0043,SS0156,0.2592996437967807
S0005,S0010,0.12360195646537064
S0024,SS0157,0.20419624450072194
SS0042,SS0048,0.19580556441515484
S0002,SS0047,0.2784237868458982
S0015,S0023,0.1281607472734273
S0004,S0027,0.2708299526831517
S0009,S0021,0.173624991354567
S0028,SS0149,0.18323542292804895
S0018,S0026,0.11714945717672931
S0005,S0028,0.20396437966137115
S0010,SS0040,0.24675845644434724
S0006,SS0040,0.16898877255416345
S0006,SS0036,0.12232005483969721
S0026,S0027,0.18631411046856372
SS0034,SS0046,0.11754267884919012
S0024,SS0034,0.11457080609741432
S0020,SS0047,0.16626088125743355
S0013,SS0157,0.3383024998750854
S0002,S0003,0.10677403112112704
S0029,SS0039,0.2607711168306164
S0012,S0029,0.10003231390057687
SS0047,SS0155,0.19262228204328968
SS0047,SS0154,0.18847996789669197
S0004,SS0045,0.2808485137387583
S0026,SS0043,0.1712818600223538
SS0043,SS0157,0.2549702230422777
SS0041,SS0046,0.16630882627668309
SS0041,SS0047,0.21199148219549224
S0022,SS0041,0.14653654326006516
S0019,SS0037,0.11625277953143964
S0008,SS0035,0.22954844759747794
S0025,SS0039,0.13738642781402077
S0026,SS0149,0.17783387275784768
S0017,SS0158,0.20152250378922465
SS0033,SS0149,0.12885666793951023
S0026,SS0046,0.15890106536414395
S0008,SS0045,0.19045258277935362
S0020,SS0046,0.19634845113094557
S0020,SS0045,0.2508107222413537
S0012,SS0033,0.19746377879827548
S0003,S0011,0.2630117687465746
S0029,SS0033,0.16734660102227827
S0010,SS0045,0.23876851647009723
SS0042,SS0153,0.22072015907207043
S0006,SS0042,0.15652228631458853
S0019,S0028,0.18985198488411403
S0019,S0021,0.14729291233107988
SS0035,SS0048,0.18645114896617376
S0011,SS0036,0.2387942723584212
S0008,SS0036,0.19644049492763505
SS0036,SS0048,0.18292644006407077
S0001,SS0153,0.4466389314505528
S0027,SS0156,0.21452783808456344
S0026,SS0151,0.27648546863036405
S0008,S0016,0.2348051262876507
S0011,SS0034,0.23854144303832614
SS0033,SS0158,0.15609565409142911
SS0033,SS0151,0.34739732775985
S0008,SS0033,0.2772289661604066
S0013,SS0150,0.24960799491523666
S0011,S0015,0.15343022357284786
S0010,SS0149,0.14255525339264352
S0008,SS0037,0.21445462369999824
S0006,S0009,0.17997366529881076
S0028,SS0155,0.20806304429944011
S0026,SS0041,0.1472926240224628
S0003,S0019,0.16387191945014012
SS0034,SS0035,0.0914676141269124
S0002,SS0035,0.2048570440108859
S0026,SS0035,0.13838380428434693
S0005,S0029,0.15956077216142295
S0005,S0022,0.1561311983241136
SS0035,SS0040,0.15933446624660275
S0002,SS0036,0.17588484892007772
S0001,S0024,0.40262841924689474
S0001,S0016,0.44549892552100523
S0001,S0025,0.4194848782182359
S0001,S0003,0.37508878557476155
S0001,SS0149,0.47881838003397836
S0027,SS0157,0.16423638329183776
S0024,S0028,0.19222667246233138
S0011,SS0158,0.14990053051231866
S0024,SS0033,0.1684115490201462
S0024,SS0046,0.15353030358775555
S0021,SS0033,0.17364462613361642
S0012,SS0157,0.3649572829683084
S0003,S0020,0.2151146851978707
SS0150,SS0154,0.2032598985338755
S0015,SS0154,0.17532651420910939
S0010,SS0158,0.10750925870651218
SS0037,SS0150,0.13486038900254738
SS0037,SS0153,0.13026542409765873
S0006,S0020,0.16122313838927516
S0006,S0008,0.21549663113528206
S0006,SS0045,0.15639259884277945
SS0034,SS0041,0.1392153689559572
S0018,SS0158,0.1966050887271199
SS0035,SS0149,0.1768874394474046
S0005,SS0158,0.14813645780580054
S0003,S0005,0.1342102056704828
SS0036,SS0043,0.1364757994042135
S0001,S0020,0.49670871454585086
S0001,SS0040,0.34384045429869703
S0016,SS0157,0.2619519352900527
S0027,SS0151,0.2604616817349177
SS0039,SS0156,0.15121663927661078
SS0151,SS0157,0.20143916327075162
S0022,S0027,0.13104390788937048
S0016,S0023,0.10080520599723175
SS0045,SS0158,0.2515602157624507
S0012,SS0047,0.2010514233262004
S0003,SS0047,0.22917081616105295
S0003,S0008,0.15612993351473825
S0029,SS0158,0.11937802819279697
S0027,SS0154,0.19905049559262789
S0024,SS0154,0.18343620468814947
S0015,S0025,0.15484159325774483
S0010,SS0046,0.2029385754708919
S0021,SS0153,0.13813402143485498
S0006,SS0034,0.10684795023489335
S0027,SS0041,0.18231626875008256
S0006,S0018,0.10855930625451748
S0005,S0019,0.0921727898737601
S0004,SS0036,0.2120883714491757
S0001,SS0151,0.2554884674916046
SS0034,SS0156,0.21275861473045354
S0016,S0026,0.14295370685144537
SS0047,SS0048,0.09630875400626127
S0027,SS0045,0.21409521264827203
S0012,S0024,0.23039020671683252
S0003,SS0045,0.16339947282156153
SS0048,SS0154,0.20356658651379345
S0009,SS0157,0.30377735827275354
S0010,SS0034,0.17038527707325157
S0028,SS0033,0.20534110086291102
S0028,SS0037,0.1983082092433286
S0010,SS0043,0.2009314148952498
S0019,S0022,0.15484602398423764
S0016,S0019,0.08864737056839322
S0011,SS0046,0.2569626580937784
SS0047,SS0151,0.37176121314461763
S0017,S0023,0.12651315952119158
S0013,SS0149,0.13838894044779537
S0002,S0013,0.2895654707766834
SS0037,SS0158,0.15723356418130752
S0006,SS0046,0.1487278117026425
S0028,SS0034,0.2045392511747849
SS0043,SS0150,0.19045279376670465
S0018,S0027,0.17355155022558655
SS0035,SS0156,0.23676220012481874
S0008,SS0042,0.20243561720483005
SS0150,SS0158,0.21343510764251905
S0021,SS0158,0.15691009919279697
SS0042,SS0045,0.128947951902732
S0029,SS0156,0.3469915186135447
S0011,S0029,0.09787921094768937
S0012,S0013,0.07015100806896413
S0027,SS0155,0.1680238853559689
SS0154,SS0158,0.14688597431728534
S0015,S0029,0.12454775769170534
S0010,SS0157,0.2883844433053846
S0008,S0010,0.26323153427474166
SS0033,SS0037,0.1450298002440814
SS0033,SS0041,0.19891657212495162
S0019,SS0149,0.1275553951189835
S0019,SS0042,0.18820476975279188
S0005,S0015,0.12714920235562743
SS0040,SS0048,0.25125864792813846
S0009,SS0036,0.20225711550150927
SS0036,SS0149,0.16011329994468027
S0001,SS0150,0.3676322548896154
S0001,SS0154,0.47183663703961676
S0001,S0004,0.5153723260677803
S0025,SS0156,0.2309527722104041
S0008,SS0039,0.16399245341947544
S0017,SS0042,0.15494358551828447
S0023,SS0150,0.14601923197297006
S0002,SS0046,0.21416394043212394
S0012,S0025,0.21234515899788653
S0024,S0027,0.1539508327572212
S0026,S0029,0.19997041632705614
S0003,S0026,0.14100287138174383
S0010,S0015,0.12831107526805718
S0010,S0017,0.17360058819074053
S0010,SS0048,0.18810589375319098
S0003,S0010,0.18077679953510373
S0006,SS0047,0.20014311729988898
S0028,SS0150,0.22635268233069805
S0017,SS0043,0.17641281742601778
S0028,SS0043,0.23985559043333693
S0006,SS0041,0.1394195496436429
SS0037,SS0041,0.14097746505476771
S0005,SS0041,0.15855681861935622
S0005,SS0045,0.19154387378016702
S0005,SS0033,0.15953944744389936
S0027,SS0040,0.20046918958194615
S0011,SS0048,0.22870557677071812
S0017,SS0048,0.20843873978503302
S0021,SS0047,0.19552721365839187
S0023,SS0048,0.1817962372914278
S0024,SS0155,0.13444263265330236
SS0039,SS0154,0.24356780637407027
S0004,SS0046,0.2264827355659519
S0010,S0021,0.15236785661368157
SS0037,SS0151,0.28448596357192446
SS0043,SS0151,0.29634261197012424
S0019,SS0150,0.1818712185549446
S0004,S0018,0.22341159329985016
S0018,S0028,0.2216951984770129
S0027,SS0035,0.20626478906197665
S0024,SS0036,0.10910551709970595
SS0036,SS0158,0.17958944545024602
S0001,SS0043,0.43482344156621344
S0001,S0008,0.29070234681467655
S0026,SS0039,0.15038453526933426
S0022,SS0046,0.18764546462600773
S0017,SS0149,0.19609317720725372
S0012,SS0149,0.15810149864956458
S0020,S0022,0.19345516726717848
S0008,SS0048,0.27616915203012116
SS0048,SS0151,0.35030971748109185
S0020,SS0048,0.18465443298484918
S0012,SS0045,0.30346523874679465
S0012,S0020,0.11594320348251241
S0029,SS0150,0.240114872872921
S0025,SS0155,0.14824211547069688
S0015,SS0156,0.31021860326018824
S0010,SS0153,0.15603363104993118
S0006,SS0158,0.175425679994492
S0006,S0027,0.20379265447872053
S0028,SS0158,0.17407028717996842
S0013,S0018,0.20654566339909752
S0005,SS0039,0.17986975138712713
S0005,S0018,0.12622079896241556
S0001,SS0157,0.2878427418567181
S0001,S0013,0.5132636937505
S0008,S0025,0.20988586698685607
SS0047,SS0149,0.15296041154484274
SS0033,SS0046,0.13620943693368293
S0021,SS0045,0.19724223910734684
SS0048,SS0150,0.22575356371338684
SS0155,SS0158,0.18391298389417288
S0017,SS0154,0.21723994861851947
S0010,SS0154,0.16949025058787115
SS0041,SS0150,0.15512556177710568
S0025,SS0041,0.1393951461631543
SS0035,SS0158,0.18536482743705185
S0008,SS0040,0.16738338651532036
S0022,SS0151,0.27050238621942824
S0016,S0025,0.12206963249398606
SS0047,SS0157,0.3116432771498946
S0011,S0028,0.22335685416385453
S0016,SS0033,0.16472157245472951
S0021,SS0149,0.15794159653311357
S0023,SS0046,0.17686001757883008
S0002,S0028,0.26833401392723777
S0013,SS0156,0.35025327195281875
S0004,S0025,0.19340458538677496
S0004,S0013,0.10018410759683549
S0004,SS0048,0.20132671717366035
S0020,SS0153,0.15306796748141016
S0012,SS0037,0.20648218824541598
S0006,SS0153,0.17254248087044777
S0006,S0012,0.20909109389074176
SS0042,SS0043,0.12767771854543153
S0019,SS0048,0.18152107763821412
S0013,S0019,0.113180522872382
S0018,S0020,0.1862413931661152
S0018,SS0155,0.16117761913705875
S0018,SS0042,0.14570123237854793
S0005,S0006,0.08255520447677689
SS0034,SS0036,0.09165039279116383
S0027,SS0036,0.171030986854797
S0023,SS0036,0.1239882641779122
S0003,SS0036,0.1344638778160302
S0001,S0010,0.47166846164765586
S0022,S0028,0.18435633574809707
S0026,SS0034,0.11960634372259227
SS0150,SS0157,0.16959872266755427
S0002,S0029,0.2900199420528543
S0013,S0028,0.2095049728225069
S0011,SS0154,0.2003479419128017
S0026,SS0154,0.19988642189373318
S0004,S0024,0.20755969234841332
S0006,S0016,0.1261897563389146
S0006,SS0154,0.20354965752843124
S0006,S0025,0.09653651410424702
S0010,S0019,0.11766550125805864
S0003,S0018,0.11186137255863127
S0022,SS0036,0.13417557747137343
S0021,SS0036,0.1386258423932507
S0001,SS0036,0.40653241221571157
S0026,S0028,0.20427019794415235
SS0157,SS0158,0.29070104322183365
SS0156,SS0158,0.3196735322726044
SS0042,SS0158,0.23486276415974394
S0002,S0011,0.32051110278142214
S0002,SS0045,0.16716696472170733
S0013,S0015,0.13361388178882116
S0012,S0015,0.15496372073482678
S0015,SS0046,0.206303959141526
S0009,SS0047,0.2017708741377371
S0004,SS0039,0.27010921521462317
S0010,SS0033,0.1702399438306781
SS0153,SS0154,0.11676841250398218
S0011,SS0153,0.19480736219274974
S0029,SS0037,0.1705599629702078
S0013,SS0041,0.24003838760000318
SS0041,SS0042,0.1407492727823786
S0018,S0021,0.140966959509208
S0028,SS0035,0.2121295582798426
S0012,SS0040,0.3169103827095885
S0001,SS0156,0.28484939816315047
S0025,SS0158,0.1584604322211155
S0016,SS0046,0.18370273118213154
S0020,SS0156,0.328702869044011
S0011,SS0149,0.1601820863292538
S0017,SS0045,0.1581830579397887
S0022,S0029,0.20592713875138557
S0010,S0012,0.1576655289861839
S0010,S0024,0.154513110620767
S0022,SS0043,0.18938904179575233
S0019,SS0155,0.17311486752368366
S0005,SS0046,0.15900658379675603
SS0040,SS0045,0.08435129801433128
S0023,SS0040,0.19519551772440336
S0001,S0006,0.4237216984842843
S0022,S0024,0.09795917787847164
S0011,S0022,0.2488614110433175
S0027,SS0042,0.21838405079196543
S0023,SS0151,0.2962734816484841
S0002,S0008,0.11156090043939526
S0003,SS0046,0.17614491309128755
SS0149,SS0155,0.1521741389086072
SS0046,SS0155,0.1481078654231025
S0016,SS0155,0.17616987060444966
S0010,S0020,0.13058660423658397
S0006,S0022,0.14913086661636654
S0012,SS0043,0.2491535628764242
S0018,SS0156,0.20849698066029443
S0006,S0019,0.11606093478985435
S0005,SS0040,0.20501014866116418
S0025,SS0036,0.10629263796390664
S0005,SS0036,0.13227708533892502
SS0034,SS0039,0.10953134772580786
SS0149,SS0156,0.30882645459849645
SS0042,SS0156,0.21185526699068824
SS0042,SS0047,0.2229170039794781
S0024,S0025,0.10126884971779937
S0022,SS0042,0.18485703753323124
S0017,S0020,0.19617203315974385
S0023,SS0034,0.13148728586208525
S0002,SS0034,0.18274988406823334
S0024,SS0048,0.18153457583634525
S0003,SS0155,0.16683089167413878
S0009,SS0150,0.23959979141958165
S0009,S0022,0.18059305949620041
S0009,SS0039,0.24774844456947864
S0010,S0026,0.16948327725044599
SS0034,SS0037,0.10558080797674063
S0010,SS0037,0.15371647455748816
SS0037,SS0155,0.14575525249409527
S0006,SS0155,0.17191754358650113
S0018,SS0154,0.2143582877917305
S0018,S0022,0.1282625899929234
SS0035,SS0157,0.24606041836502923
S0005,S0026,0.12884782552463692
SS0046,SS0047,0.19072938181563648
SS0149,SS0150,0.1941034059985497
S0011,SS0045,0.3122622181621547
S0017,SS0150,0.14465454777845632
S0002,SS0156,0.17977406660505868
S0021,SS0150,0.1485032297745874
S0002,S0021,0.18191652362314614
S0012,S0023,0.20607851114694764
S0025,S0029,0.18070673550391014
S0013,S0016,0.14774545647882842
S0008,SS0155,0.21242654899596247
S0004,S0015,0.14348077011800853
S0004,SS0151,0.3990677744308877
SS0037,SS0039,0.14473473668129522
SS0043,SS0158,0.20479014433999065
S0020,SS0041,0.22016488803256207
SS0040,SS0155,0.1881978691668933
S0001,SS0034,0.41104379443760664
S0001,S0029,0.5105806535229463
SS0149,SS0151,0.35399361776841753
S0016,SS0034,0.14559318780489305
S0027,SS0158,0.2191355827089969
S0016,SS0047,0.1770334222812242
S0025,SS0047,0.19286690380403004
S0020,S0025,0.15242988339046737
S0022,SS0047,0.2101052035328932
S0003,SS0034,0.14508394765610078
S0027,S0029,0.2488052814743663
SS0151,SS0155,0.2847667274868504
SS0154,SS0157,0.27898957090766685
S0004,S0012,0.1043755840333438
S0002,S0010,0.23282081462534365
SS0043,SS0047,0.16651556115209143
S0009,SS0041,0.22075753194116543
S0012,S0019,0.15084558757012834
SS0033,SS0035,0.16023194230208804
SS0036,SS0155,0.1342934600254958
SS0036,SS0041,0.13079130745961287
S0001,SS0041,0.3792422815620766
S0027,S0028,0.22264943421288785
SS0039,SS0157,0.18580761625887965
SS0034,SS0048,0.19185010917497303
S0016,SS0045,0.21077556596027658
S0002,SS0158,0.25341618307704217
S0012,SS0048,0.22475803208215583
SS0154,SS0156,0.3084385998550625
S0013,SS0154,0.18670164874895911
S0003,S0015,0.1781264040246121
S0004,S0022,0.2247552725520212
S0004,SS0047,0.1817878914835509
S0006,S0021,0.15237767335584107
S0018,S0019,0.12284688371802965
S0015,SS0035,0.18701757633806493
S0022,SS0035,0.16581174298265422
S0005,S0027,0.21148157085682695
S0024,SS0040,0.16163826361227185
S0018,SS0040,0.14251654920249857
S0001,SS0045,0.3659375364742953
S0001,S0023,0.42320165541431565
S0001,S0018,0.3888404539232718
S0008,SS0046,0.2390858524445414
S0024,SS0047,0.19760348100189762
SS0045,SS0151,0.19679047238784275
S0002,S0025,0.17925819290603262
S0029,SS0045,0.2769035479087959
SS0042,SS0155,0.18461702610818997
S0009,S0029,0.16727885375592477
S0009,S0024,0.1837857723558568
SS0033,SS0153,0.17107566826391107
SS0037,SS0157,0.23584028371121002
SS0037,SS0047,0.17368165702631466
S0006,S0028,0.20873731939272056
S0021,S0028,0.17474240193233104
S0011,S0018,0.2515848041028379
S0016,SS0035,0.1629706826629509
S0005,S0017,0.13516099407981153
S0005,SS0042,0.17598802212995246
SS0040,SS0157,0.18617366596765317
S0001,SS0046,0.4318557414363495
S0001,SS0155,0.41987347051763946
S0016,S0028,0.1843907617042646
S0022,S0026,0.1430972616114362
S0017,S0027,0.17573882679717967
S0023,SS0045,0.19513246650206773
S0002,SS0157,0.15656207679966883
S0012,S0021,0.23285787065311125
S0002,S0015,0.23459516263212565
S0004,S0011,0.11047915448873458
S0004,S0023,0.18418976545979826
S0010,S0022,0.1654014672980132
S0009,SS0037,0.19160132092491233
SS0041,SS0154,0.22163526358374552
S0026,SS0048,0.19917780559067177
S0018,SS0149,0.1884186913674899
S0005,SS0154,0.1933452932179015
S0021,SS0034,0.1425369339247854
SS0042,SS0046,0.1396538418267661
S0016,SS0048,0.18265699741796237
S0023,S0027,0.1502862319794842
S0002,S0022,0.1573079185552736
S0013,SS0047,0.18074694226654053
S0003,S0024,0.11568201394971134
S0013,S0027,0.26772661487615546
S0020,SS0155,0.1979446282712105
S0015,SS0033,0.1768710734397536
S0009,SS0046,0.2285865827562692
S0004,SS0037,0.18918717368704663
S0023,SS0037,0.11802778965277516
S0011,SS0037,0.21246144319652993
S0006,SS0156,0.24570144866741483
S0003,S0006,0.1284677934732833
S0019,SS0041,0.17069863562538878
S0018,SS0151,0.24973341198272347
S0011,SS0040,0.32479590514094125
SS0036,SS0047,0.18765936864744726
S0001,S0002,0.3219084882414298
S0011,SS0156,0.3855903495860231
SS0033,SS0157,0.2882955677653355
S0017,SS0033,0.20208153778606408
SS0039,SS0045,0.09713836284351907
S0023,SS0042,0.18498499194757656
S0024,S0026,0.1139813231809731
S0003,S0022,0.1317870946898443
SS0155,SS0157,0.21510017939417891
S0015,SS0039,0.22392565904597772
S0015,S0024,0.15384998813832806
S0009,S0013,0.17027912759548247
S0004,S0021,0.21005823256001588
S0015,SS0037,0.147249062122506
S0003,SS0037,0.14575824708730445
S0004,S0006,0.1806665301934295
S0028,SS0156,0.31617141901537993
S0020,SS0043,0.20085063955341065
S0003,S0021,0.14732595882732313
S0019,S0020,0.09693934806680726
S0018,SS0048,0.2043325808658928
S0019,SS0033,0.15194367258899022
S0002,S0018,0.14527426206052796
S0005,SS0157,0.26649006906153017
S0013,SS0036,0.196907353160081
SS0036,SS0040,0.14897848701583816
